:ID,:LABEL,id,name,category,def
KW-0654,Keyword,KW-0654,Proteoglycan,PTM,"Protein containing one or more covalently linked and usually sulfatedglycosaminoglycans, (e.g., chondroitin sulfate, dermatan sulfate,heparan sulfate, heparin, keratan sulfate). Glycosaminoglycans arepolysaccharides made of repeating disaccharides (usually 40-100times), which consist of uronic acid (or galactose) and hexosaminesAggrecan, for example, is the major component in articular cartilage"
KW-1267,Keyword,KW-1267,Proteomics identification,Technical term,Protein whose amino acid sequence has been partially or completelyconfirmed using publicly available mass spectrometry based data. Themapping from the mass spectrometry data to UniProtKB sequences may besubject to quality metrics from both UniProt and the data providers
KW-0655,Keyword,KW-0655,Prothrombin activator,Molecular function,"Protein which activates prothrombin, the inactive precursor ofthrombin. For example, staphylocoagulase, an extracellular proteinproduced by Staphylococcus aureus, forms a complex with prothrombinwhich can clot fibrinogen without any proteolytic cleavage ofprothrombin"
KW-0656,Keyword,KW-0656,Proto-oncogene,Disease,"Protein whose normal cellular gene can be converted into a cancer-promoting oncogene by activating mutations, chromosomal translocationor DNA amplification. Once activated a proto-oncogene can promote celltransformation in culture or tumorigenesis in animals. Examplesinclude the regulatory GTPase HRAS, which is commonly activated bydominant gain of function point mutations, and the transcriptionfactor MYC, which can be activated by both chromosomal amplificationand chromosomal translocation"
KW-1275,Keyword,KW-1275,Proton-gated sodium channel impairing toxin,Molecular function,"Protein which interferes with the function of proton-gated sodiumchannels (ASICs) which are membrane proteins forming a channel in abiological membrane selectively permeable to sodium ions, and open inresponse to an increase of extracellular protons. These toxins arefound in various venoms from snakes, spiders, sea anemones, and conesnails"
KW-0657,Keyword,KW-0657,Pseudohermaphroditism,Disease,"Protein which, if defective, causes pseudohermaphroditism, a conditionin humans in which the individual has gonads of one sex but showsambiguous morphologic criteria of sex"
KW-0658,Keyword,KW-0658,Purine biosynthesis,Biological process,"Protein involved in the biosynthesis of purine, a nitrogenousheterocyclic base, e.g. adenine, guanine, hypoxanthine and xanthineDe novo synthesis involves a complex, energy-expensive pathway thatyields inosine 5'-monophosphate (IMP), a purine ribonucleotide. AMPand GMP are then formed from IMP in separate pathways. Adenine andguanine are found in both DNA and RNA. Hypoxanthine and xanthine areimportant intermediates in the synthesis and degradation of the purinenucleotides"
KW-0659,Keyword,KW-0659,Purine metabolism,Biological process,"Protein involved in a biochemical reaction with purines. Purines arenitrogenous heterocyclic bases, e.g. adenine, guanine, hypoxanthineand xanthine. The degradation of purines leads to uric acid, which isexcreted in primates, birds and some other animals. In many othervertebrates uric acid is degraded further to the excretory productallantoin"
KW-0660,Keyword,KW-0660,Purine salvage,Biological process,Protein involved in the biosynthesis of purine nucleotides from freepurines salvaged from their catabolism. This process is less expensiveenergetically and exerts feedback control on the de novo synthesis
KW-0661,Keyword,KW-0661,Putrescine biosynthesis,Biological process,"Protein involved in the biosynthesis of putrescine, a foul-smellingpolyamine. This metabolic precursor of the polyamines spermine andspermidine is often produced during breakdown of some of the aminoacids by bacteria"
KW-0662,Keyword,KW-0662,Pyridine nucleotide biosynthesis,Biological process,Protein involved in the biosynthesis of the pyridine nucleotides NADand NADP. NAD may be synthesized de novo from aspartate anddihydroxyacetone phosphate or from tryptophan. NAD may also besynthesized from nicotinamide or nicotinic acid. NADP is formed viathe phosphorylation of NAD by NAD+ kinase
KW-0663,Keyword,KW-0663,Pyridoxal phosphate,Ligand,"Protein which uses at least one pyridoxal phosphate as cofactor orprotein required for its synthesis. This coenzyme, derived fromvitamin B6, is important in amino acid metabolism, e.g., in reactionsinvolving transamination, decarboxylation, racemization, eliminationor replacement"
KW-0664,Keyword,KW-0664,Pyridoxine biosynthesis,Biological process,"Protein involved in the biosynthesis of pyridoxine, a precursor to thecoenzyme pyridoxal phosphate"
KW-0665,Keyword,KW-0665,Pyrimidine biosynthesis,Biological process,"Protein involved in the biosynthesis of pyrimidine, a nitrogenousheterocyclic base, e.g. uracil, thymine, cytosine and orotic acidPyrimidines are synthesized from carbamoyl phosphate and aspartateRibose-5-phosphate is then attached to yield pyrimidineribonucleotides. Cytosine is found in both DNA and RNA. Uracil isfound only in RNA. Thymine is normally found in DNA. Sometimes tRNAcontains some thymine as well as uracil"
KW-0666,Keyword,KW-0666,Pyrogen,Molecular function,"Protein producing fever. The major endogenous pyrogen in mammals isprobably interleukin-1, which is produced by activated macrophages andacts on the hypothalamic thermoregulatory centre"
KW-0668,Keyword,KW-0668,Pyropoikilocytosis,Disease,"Protein which, if defective, causes hereditary pyropoikilocytosis(HPP), a recessively inherited hemolytic anemia characterized bymicrospherocytosis, poikilocytosis (deformation of the erythrocytes),and an unusual thermal sensitivity of red cells. Frequently associatedwith abnormalities in alpha-spectrin, one of the principal structuralproteins of the erythrocyte membrane skeleton"
KW-0873,Keyword,KW-0873,Pyrrolidone carboxylic acid,PTM,Protein which is posttranslationally modified by the cyclization of aN-terminal glutamine
KW-0669,Keyword,KW-0669,Pyrrolysine,Coding sequence diversity,"Protein which contains a pyrrolysine, a naturally occurring amino acidso far only found in some archaeal proteins. Pyrrolysine is a lysinein an amide linkage to (4R,5R)-4-substituted-pyrroline-5-carboxylate"
KW-0670,Keyword,KW-0670,Pyruvate,Ligand,"Protein which uses at least one pyruvate as cofactor (pyruvoyl) orsubstrate, or protein required for pyruvate synthesis or degradationPyruvate is an intermediate compound in the metabolism ofcarbohydrates, proteins and fats"
KW-0671,Keyword,KW-0671,Queuosine biosynthesis,Biological process,"Protein involved in the synthesis of queuosine (nucleoside Q), amodified guanosine derivative found only in tRNAs for aspartic acid,asparagine, histidine and tyrosine. It can pair with either C or U"
KW-0672,Keyword,KW-0672,Quinate metabolism,Biological process,"Protein involved in the biochemical reactions of quinate. Quinate isthe ionized form of quinic acid which is found in plants, e.g. incinchona bark"
KW-0874,Keyword,KW-0874,Quinone,PTM,"Protein which interacts with quinones. Quinones are aromaticdicarbonyl compounds, where the two carbonyl groups are usually in thepara position. Most naturally occuring quinones contain a longisoprenoid side chain, and are divided in two major structural groups,the naphtoquinones and benzoquinones; the number of isoprene unitsdepends on the organism. These highly hydrophobic molecules are mainlyinvolved in electron transport, as electron carriers in redoxreactions. For example, ubiquinone (coenzyme Q) and menaquinone(vitamin K2) are essential components of the respiratory electrontransport chain. Plastoquinone, found in chloroplasts and incyanobacteria, functions as one of the carrier molecules of theelectron transport chain in photosynthesis. Phylloquinone (vitamin K1)is the major form of vitamin K found in plants. Chlorobiumquinone,demethylmenaquinone, alpha-tocopherolquinone, rhodoquinone,epoxyubiquinone and caldariellaquinone are other quinones found inseveral species"
KW-0673,Keyword,KW-0673,Quorum sensing,Biological process,"Protein involved in quorum sensing (QS). QS is a phenomenon wherebythe accumulation of signaling molecules enables a single cell to sensethe number of bacteria (cell density). The bacterial reponse to QSincludes adaptation to availability of nutrients, defence againstother microorganisms which may compete for the same nutrients and theavoidance of toxic compounds potentially dangerous for the bacteria"
KW-0674,Keyword,KW-0674,Reaction center,Cellular component,"Protein which is a component of the reaction center, a systemconsisting of proteins and cofactors which facilitate light energy andelectron transfer in plants. The system also acts as a light-drivenelectron pump across the photosynthetic membrane of photosyntheticbacteria"
KW-0675,Keyword,KW-0675,Receptor,Molecular function,"Protein which binds to, or responds to, a ligand with highspecificity"
KW-0676,Keyword,KW-0676,Redox-active center,Domain,"Protein which possesses at least one active center which mediates itsparticipation in redox reactions, usually via reversible oxidation ofa cysteine residue leading to a cysteine-sulfenic acid that can eitherbe stabilized, or react with an unmodified cysteine residue and form astable but reversible disulfide bond"
KW-1185,Keyword,KW-1185,Reference proteome,Technical term,"Protein which is part of a reference proteome. Reference proteomes area subset of proteomes that have been selected either manually oralgorithmically according to a number of criteria to provide a broadcoverage of the tree of life and a representative cross-section of thetaxonomic diversity found within UniProtKB, as well as the proteomesof well-studied model organisms and other species of interest forbiomedical research"
KW-0677,Keyword,KW-0677,Repeat,Domain,Protein which contains a stretch of amino acids present in multiplecopies
KW-0678,Keyword,KW-0678,Repressor,Molecular function,"Protein which interferes with transcription, usually by binding tospecific sites on DNA. Also used for proteins which represstranslation"
KW-0679,Keyword,KW-0679,Respiratory chain,Biological process,Protein involved in respiratory chain. In aerobic respirationelectrons are transferred from metabolites to molecular oxygen througha series of redox reactions mediated by an electron transport chainThe resulting free energy is used for the formation of ATP and NAD. Inanaerobic respiration analogous reactions take place with an inorganiccompound other than oxygen as ultimate electron acceptor
KW-0680,Keyword,KW-0680,Restriction system,Biological process,"Protein involved in the restriction system present in many bacteriaand archaea. This defense mechanism is composed principally of arestriction endonuclease and a methylase. The restriction endonucleasecuts the invading DNA of viruses (or phages) at a specific recognitionsite. The bacterial DNA is protected by the methylase which adds amethyl group to a specific nucleotide, immediately followingreplication, in the same target site as the restriction enzyme"
KW-1258,Keyword,KW-1258,Restriction-modification system evasion by virus,Biological process,"Viral anti-restriction protein that counteracts the host restriction-modification (R-M) system. R-M system is a prokaryotic host defensesystem that recognizes incoming unmodified viral DNA and rapidlydegrades it. Methylation and phosphorothioation (S-modification) aretwo known modifications used by the host to to label its genomic DNAas 'self'. Many prokaryotic viruses have evolved antirestrictionstrategies such as expressing their own methylase, stimulating thehost methylase so that it confers protection to the virus genome orshutting down host restriction endonuclease"
KW-0681,Keyword,KW-0681,Retinal protein,Molecular function,"Protein found in the retina or, in the case of bacteriorhodopsin, inthe purple membrane of halobacteria, and which acts as a photoreceptorand which binds a retinal chromophore"
KW-0682,Keyword,KW-0682,Retinitis pigmentosa,Disease,"Protein which, if defective, causes retinitis pigmentosa, a hereditaryprogressive degeneration of the neuroepithelium of the retina,"
KW-0683,Keyword,KW-0683,Retinol-binding,Ligand,"Protein which binds retinol, one of the active form of Vitamin A, afat-soluble vitamin derived from carotenes. It is a precursor ofretinal, the light-absorbing group of visual pigments. Vitamin A isalso required for growth"
KW-0684,Keyword,KW-0684,Rhamnose metabolism,Biological process,Protein involved in the biochemical reactions of rhamnose. Rhamnose isa methylpentose sugar structurally derived from mannose. The L-isomeroccurs naturally as a component of many plant glycosides and inlipopolysaccharides of some gram-negative bacteria
KW-0685,Keyword,KW-0685,Rhizomelic chondrodysplasia punctata,Disease,"Protein which, if defective, causes rhizomelic chondrodysplasiapunctata (RCDP). This lethal autosomal recessive disease ischaracterized by proximal limb shortening, severely disturbedendochondrial bone formation, and mental retardation. RCDP type 1(RCDP1) is the classical and most common form. It is a peroxisomebiogenesis disorder caused by mutations in the PEX7 gene, whichencodes the PTS2-receptor peroxin-7. RCDP type 2 (RCDP2) and RCDP type3 (RCDP3) result from single peroxisomal enzyme deficiencies:dihydroxyacetone phosphate synthase is deficient in RCDP2 anddihydroxyacetone phosphate acyltransferase in RCDP3. Both enzymes areinvolved in the biosynthesis of plasmalogens"
KW-0686,Keyword,KW-0686,Riboflavin biosynthesis,Biological process,"Protein involved in the synthesis of riboflavin (Vitamin B2), whichconsists of ribose attached to a flavin moiety. It is synthesized byall green plants and most microorganisms and occurs free in milk, theretina, whey and urine. It is found in most cells as a component ofthe coenzymes flavin adenine dinucleotide (FAD) and flavinmononucleotide (FMN)"
KW-0687,Keyword,KW-0687,Ribonucleoprotein,Molecular function,"Proteins conjugated with ribonucleic acid (RNA). Ribonucleoprotein areinvolved in a wide range of cellular processes. Besides ribosomes, ineukaryotic cells both initial RNA transcripts in the nucleus (hnRNA)and cytoplasmic mRNAs exist as complexes with specific sets ofproteins. Processing (splicing) of the former is carried out by smallnuclear RNPs (snRNPs). Other examples are the signal recognitionparticle responsible for targetting proteins to endoplasmic reticulumand a complex involved in termination of transcription"
KW-0688,Keyword,KW-0688,Ribosomal frameshifting,Coding sequence diversity,"Protein produced by programmed ribosomal frameshifting, atranslational recoding mechanism which causes the ribosome to alterits reading of the genetic code to produce either an alternativeproduct not directly encoded by the mRNA or two or more differentisoforms"
KW-0689,Keyword,KW-0689,Ribosomal protein,Molecular function,"Protein of the ribosome, large ribonucleoprotein particles where thetranslation of messenger RNA (mRNA) into protein occurs. They are bothfree in the cytoplasm and attached to membranes of eukaryotic andprokaryotic cells. Ribosomes are also present in all plastids andmitochondria, where they translate organelle-encoded mRNA"
KW-1197,Keyword,KW-1197,Ribosomal skipping,Coding sequence diversity,"Protein produced by ribosomal 'skipping', in which a specific sequencein the nascent peptide chain prevents the ribosome from creating thepeptide bond with the next proline. Nevertheless, translationcontinues and gives rise to a second chain. This mechanism results inapparent co-translational cleavage of the polyprotein. This process isinduced by a '2A-like', or CHYSEL (cis-acting hydrolase element)sequence"
KW-0690,Keyword,KW-0690,Ribosome biogenesis,Biological process,Protein involved in the synthesis of ribosomes
KW-0691,Keyword,KW-0691,RNA editing,Coding sequence diversity,"Protein which is derived from an RNA which has been modified by RNAediting, a process that changes the nucleotide sequence of an RNA fromthat of the DNA template encoding it. RNA editing can be due tonucleotide conversion, insertion and/or deletion"
KW-0692,Keyword,KW-0692,RNA repair,Biological process,"Protein involved in the repair of RNA, the various biochemicalprocesses by which damaged RNA can be restored"
KW-1159,Keyword,KW-1159,RNA suppression of termination,Coding sequence diversity,"Protein which is derived from an mRNA by suppression of termination, aprocess in which a tRNA misreads a termination codon thereby producinga longer protein. RNA secondary structure after the stop codon plays arole in this process. The efficiency of suppression of termination isabout 10% for most viruses. Termination suppression is involved inpolyprotein synthesis of gamma and epsilon retroviruses, as well asall togaviridae"
KW-1158,Keyword,KW-1158,RNA termination-reinitiation,Coding sequence diversity,"Protein which is derived from an mRNA by termination-reinitiation, aprocess in which ribosomes translate the upstream ORF but followingtermination, a proportion of 40S subunits remain tethered to the mRNAand reinitiates at the start codon of the downstream ORF to anotheropen reading frame. Termination-reinitiation operates in animals andyeast translational systems"
KW-1156,Keyword,KW-1156,RNA translational shunting,Coding sequence diversity,"Protein which is derived from an mRNA by translational shunting, aprocess in which ribosomes are loaded onto mRNA at the 5'-capstructure, start scanning for a short distance before bypassing thelarge internal leader region and initiating at a downstream startsite. Shunting operates in plants, animals, and yeast translationalsystems, both in vivo and in vitro"
KW-0694,Keyword,KW-0694,RNA-binding,Molecular function,Protein which binds to RNA
KW-0695,Keyword,KW-0695,RNA-directed DNA polymerase,Molecular function,Enzyme (EC 2.7.7.49) which synthesizes (-)DNA on a (+)RNA templateThey are encoded by the pol gene of retroviruses and by certainretrovirus-like elements
KW-0696,Keyword,KW-0696,RNA-directed RNA polymerase,Molecular function,Enzyme (EC 2.7.7.48) which synthesizes (+)RNA on a (-)RNA templateThey are encoded by many viruses
KW-0943,Keyword,KW-0943,RNA-mediated gene silencing,Biological process,"Protein involved in RNA-mediated gene silencing. This term describes anumber of related processes which use 21- to 25-nucleotide RNAs torepress the expression of specific target genes. These processesinclude the post-transcriptional regulation of mRNA by either RNAinterference (RNAi) or endogenously encoded microRNAs (miRNAs) and thetranscriptional regulation of mRNA by RNAi-mediated chromatinsilencing. RNAi is generally triggered by the presence of dsRNAproduced by bidirectional transcription or by the transcription of aninverted repeat or hairpin sequence. dsRNA is processed into smallinterfering RNAs (siRNAs) of around 21 nucleotide which are thenincorporated into the RNA-induced silencing complex (RISC), whichcleaves mRNAs with sequences fully complementary to the siRNA. miRNAsdiffer from siRNAs principally in their biogenesis. miRNA genes encodeprecursors with complex hairpin structures which are processed byendonucleolytic cleavage to form mature miRNAs. Like siRNAs, miRNAsfunction in RISC-like complexes. Animal miRNAs generally inhibittranslation of target mRNAs following imperfect base pairing to the3'-untranslated region (3'-UTR), while most plant miRNAs show nearlyprecise complementarity to coding regions of target mRNAs and triggermRNA degradation similar to siRNAs. Finally, in RNAi-mediatedchromatin silencing, siRNAs derived from repeat element transcriptsare incorporated into the nuclear RNAi-induced initiator oftranscriptional silencing complex (RITS), where they guide chromatinmodifications such as histone methylation which lead totranscriptional silencing"
KW-0697,Keyword,KW-0697,Rotamase,Molecular function,Enzyme (EC 5.2.1.8) which accelerates the folding of proteins bycatalyzing the cis-trans isomerization of proline imidic peptide bondsin oligopeptides
KW-0698,Keyword,KW-0698,rRNA processing,Biological process,Protein involved in the processing of the primary rRNA transcript toyield a functional rRNA. This includes the cleavage and othermodifications
KW-0699,Keyword,KW-0699,rRNA-binding,Molecular function,Protein which binds to ribosomal RNA
KW-1219,Keyword,KW-1219,Ryanodine-sensitive calcium-release channel impairing toxin,Molecular function,Protein which interferes with the function of ryanodine receptors(Ryr) which are a class of intracellular calcium channels in variousforms of excitable animal tissue like muscles and neurons. Thesetoxins are mostly found in scorpion and snake venom
KW-0949,Keyword,KW-0949,S-adenosyl-L-methionine,Ligand,"Protein which binds at least one S-adenosyl-L-methionine (SAM), orprotein whose function is SAM-dependent. S-adenosyl-L-methionine, aconjugate of the nucleotide adenosine and the amino acid methionine,is a substrate/cofactor in numerous enzyme-catalyzed reactionsEnzymatic reactions that involve interactions of proteins with S-adenosyl-L-methionine include transfer of methyl, thiomethyl,aminoalkyl and adenosyl groups. It not only provides methyl groups tobe transferred in numerous biological reactions, but also acts as aprecursor in the biosynthesis of polyamines and metal ion chelatingcompounds. It is also a source of catalytic 5'-deoxyadenosyl radicalsproduced as reaction intermediates by a superfamily of radicalenzymes. It is also involved in decarboxylation reactions"
KW-0701,Keyword,KW-0701,S-layer,Cellular component,Protein of the paracrystalline mono-layered assembly which coats thesurface of bacteria and archaea
KW-0702,Keyword,KW-0702,S-nitrosylation,PTM,Protein which is posttranslationally modified by the attachment of anitric oxide group on the sulfur atom of one or more cysteineresidues
KW-0703,Keyword,KW-0703,Sarcoplasmic reticulum,Cellular component,Protein found in a special form of agranular reticulum located in thesarcoplasm of striated muscle. The agranular reticulum comprises andcomprising a system of smooth-surfaced tubules which form a plexusaround each myofibril
KW-0704,Keyword,KW-0704,Schiff base,Ligand,"Enzyme which forms a covalent enzyme-substrate complex, a Schiff'sbase or ketimine between the amino group of a lysine residue of theenzyme and the carbonyl group of the substrate"
KW-1211,Keyword,KW-1211,Schizophrenia,Disease,"Protein which, if defective, is associated with schizophrenia, amultifactorial psychotic disorder characterized by disturbances in theform and content of thought (e.g. delusions, hallucinations), in mood(e.g. inappropriate affect), in sense of self and relationship to theexternal world (e.g. loss of ego boundaries, withdrawal), and inbehavior (e.g bizarre or apparently purposeless behavior)"
KW-0705,Keyword,KW-0705,SCID,Disease,"Protein which, if defective, causes severe combined (or congenital)immunodeficiency disease. An heterogeneous group of inheriteddisorders characterized by gross functional impairment of the immunesystem"
KW-0964,Keyword,KW-0964,Secreted,Cellular component,Protein secreted into the cell surroundings
KW-0708,Keyword,KW-0708,Seed storage protein,Molecular function,Protein required for the development or growth of seeds
KW-0709,Keyword,KW-0709,Segmentation polarity protein,Molecular function,"Protein involved in the division of the embryo into segments and whichis responsible for determining the internal polarity of the segmentsSegment polarity gene mutations are lethal and change the pattern and,often the polarity, of every segment"
KW-0711,Keyword,KW-0711,Selenium,Ligand,"Protein which binds at least one selenium, or protein whose functionis selenium-dependent. Selenium is a nonmetallic trace element,chemical symbol Se"
KW-0712,Keyword,KW-0712,Selenocysteine,Coding sequence diversity,"Protein which contains a selenocysteine, a naturally occurring aminoacid in both eukaryotic and prokaryotic organisms"
KW-0713,Keyword,KW-0713,Self-incompatibility,Biological process,"Protein involved in the self-incompatibility system, which is to saythe inability of pollen grains to fertilize flowers of the same plantor a close relative. This mechanism ensures out-breeding in certainplant species"
KW-0980,Keyword,KW-0980,Senior-Loken syndrome,Disease,"Protein which, if defective, causes Senior-Loken syndrome, agenetically and clinically heterogeneous disease characterized bynephronophthisis and retinal abnormalities manifesting as congenitalretinal blindness or retinitis pigmentosa. Senior-Loken syndrome canbe associated with manifestations such as cerebellar ataxia andskeletal abnormalities including cone epiphyses"
KW-0716,Keyword,KW-0716,Sensory transduction,Biological process,"Protein involved in sensory transduction, the process by which a cellconverts an extracellular signal, such as light, taste, sound, touchor smell, into electric signals"
KW-0717,Keyword,KW-0717,Septation,Biological process,"Protein involved in septation, the formation of a separating wall(septum) between daughter cells during cell division"
KW-0718,Keyword,KW-0718,Serine biosynthesis,Biological process,"Protein involved in the synthesis of the amino acid serine, aconstituent of proteins and precursor of several metabolites,including cysteine, glycine and choline. Serine is mostly formed from3-phosphoglycerate in a 3-step reaction pathway"
KW-0719,Keyword,KW-0719,Serine esterase,Molecular function,Enzyme which catalyzes the hydrolysis of esters and is characterizedby a catalytically active serine residue in its active site
KW-0720,Keyword,KW-0720,Serine protease,Molecular function,"Proteolytic enzyme with a serine residue (Ser) in its active site. Thereactivity of the serine residue is ensured by the vicinity of ahistidine and an aspartate residue (catalytic triad), all threeresidues are required for the charge relay system to take place"
KW-0721,Keyword,KW-0721,Serine protease homolog,Molecular function,Protein which is related to serine proteases but seems to have noproteolytic activity
KW-0722,Keyword,KW-0722,Serine protease inhibitor,Molecular function,"Protein which inhibits serine proteases, a group of proteolyticenzymes which are characterized by a catalytically active serineresidue in their active site"
KW-0723,Keyword,KW-0723,Serine/threonine-protein kinase,Molecular function,Protein which catalyzes the phosphorylation of serine or threonineresidues on target proteins by using ATP as phosphate donor. Suchphosphorylation may cause changes in the function of the targetprotein. Protein kinases share a conserved catalytic core common toboth serine/ threonine and tyrosine protein kinases
KW-0724,Keyword,KW-0724,Serotonin biosynthesis,Biological process,"Protein involved in the synthesis of the biochemical messenger andregulator serotonin which is formed by the hydroxylation andsubsequent decarboxylation of L-tryptophan. In humans, serotoninmediates several important physiological functions, includingneurotransmission, gastrointestinal motility, hemostasis andcardiovascular integrity"
KW-0726,Keyword,KW-0726,Sexual differentiation,Biological process,Protein involved in both the determination of cells to become sexualtissue in embryonic development and in the process by which male andfemale tissue becomes structurally and functionally specialized duringembryonic development
KW-0727,Keyword,KW-0727,SH2 domain,Domain,"Protein with at least one Src homology 2 (SH2) domain. The SH2 domain,which was first identified in the oncoproteins Src and Fps, is about100 amino-acid residues long. It functions as a regulatory module ofintracellular signaling cascades by interacting with high affinity tophosphotyrosine-containing target peptides in a sequence-specific andstrictly phosphorylation-dependent manner"
KW-0728,Keyword,KW-0728,SH3 domain,Domain,"Protein with at least one Src homology 3 (SH3) domain It is a smallprotein domain of about 50 amino-acid residues first identified as aconserved sequence in the non-catalytic part of several cytoplasmicprotein tyrosine kinases (e.g. Src). Since then, it has been found ina great variety of other intracellular or membrane-associatedproteins. The SH3 module might mediate the assembly of specificprotein complexes by binding to proline-rich peptides"
KW-0729,Keyword,KW-0729,SH3-binding,Domain,"Protein with at least one SH3-binding site and which mediates thebinding to the Src homology 3 (SH3) region, a module present in alarge group of proteins, including cytoskeletal elements and signalingproteins"
KW-0940,Keyword,KW-0940,Short QT syndrome,Disease,"Protein which, if defective, causes short QT syndrome, a heartdisorder characterized by the presence of a short QT interval on ECG,associated with syncope, palpitations, cardiac arrest and suddendeath"
KW-0730,Keyword,KW-0730,Sialic acid,Ligand,"Protein with at least one sialic acid. The term ""sialic acid"" refersto the group of sugars including neuraminic acid and its derivatives,not to a specific sugar. They are widely distributed in bacteria andanimal tissue as components of polysaccharides, glycoproteins andglycolipids. They are typically the terminal residues on cell surfaceoligosaccharides"
KW-0731,Keyword,KW-0731,Sigma factor,Molecular function,"Initiation factors that bind to bacterial DNA-dependent RNApolymerases and promote attachment to specific initiation sites onDNA. Following attachment, the sigma factor is released"
KW-0732,Keyword,KW-0732,Signal,Domain,"Protein which has a signal sequence, a peptide usually present at theN-terminus of proteins and which is destined to be either secreted orpart of membrane components. The signal sequence (usually 20-30 aminoacids long) interacts with the signal recognition particle and directsthe ribosome to the endoplasmic reticulum where co-translationalinsertion takes place. Signal peptides are highly hydrophobic but havesome positively charged amino acids. Normally, the signal sequence isremoved from the growing peptide chain by specific peptidases (signalpeptidases) located on the cisternal face of the endoplasmicreticulum"
KW-0733,Keyword,KW-0733,Signal recognition particle,Cellular component,Protein of the signal recognition particle (SRP) which is a cytosolicribonucleoprotein complex that induces elongation arrest of nascentpresecretory and membrane proteins until the ribosome becomesassociated with the rough endoplasmic reticulum or the prokaryoticcytoplasmic membrane
KW-0734,Keyword,KW-0734,Signal transduction inhibitor,Molecular function,"Protein which inhibits signal transduction, the process by whichextracellular signals induce intracellular responses. Usually ahormone or neurotransmitter binds to a cell surface receptor which iscoupled to a second messenger system, such as that involving cAMP, orto an ion channel. The final downstream consequence of signaltransduction is a change in the cell's function, such as amodification in glucose uptake or in cell division. Such a change maybe the result of an activation or an inhibition event"
KW-0735,Keyword,KW-0735,Signal-anchor,Domain,"Single-pass transmembrane protein (type II, III, and IV) possessing amembrane-spanning domain which targets the protein to the ER membraneTypical features of signal-anchors are the presence of positivelycharged residues on the amino terminal side followed by an apolarsegment of approx. 20 residues. The amino-acid composition is not verydifferent from typical signal sequences"
KW-0736,Keyword,KW-0736,Signalosome,Cellular component,"Protein of the signalosome complex, a multifunctional protein complexessential for development and possibly involved in the regulation ofprotein degradation"
KW-0737,Keyword,KW-0737,Silk protein,Molecular function,"Protein found in silk, a strong, soft, lustrous fiber made of fibroin,a structural protein consisting almost entirely of stackedantiparallel beta pleated sheets. It is produced by certain spidersand by the larvae of certain bombycine moths"
KW-0915,Keyword,KW-0915,Sodium,Ligand,"Protein which binds at least one sodium, or protein whose function issodium-dependent. Sodium is an alkali metal, chemical symbol Na"
KW-0894,Keyword,KW-0894,Sodium channel,Molecular function,"Protein which is part of a cation channel permeable for sodium foundin the plasma membrane and in intracellular membranes. Sodium channelshave been classified according to their gating mechanisms, which maydepend on changes in the transmembrane electric field (voltage-gatedsodium channels) or not (non-voltage-gated sodium channels, e.gdegenerins which are permeable also to lithium and potassium)Voltage-gated sodium channels, by opening in response to membranedepolarization, allow sodium entry and thus the propagation ofdepolarization along the plasma membrane of nerve, muscle and otherelectrically excitable cells. They play a role in different processessuch as sensation, emotions, thought and movement. Another class ofsodium channel is the degenerin/epithelial sodium channel (ENaC)superfamily, which is a group of proteins involved in diversebiological processes, including sodium homeostasis, salt taste,nociception, pain transduction, touch sensation andmechanotransduction"
KW-0739,Keyword,KW-0739,Sodium transport,Biological process,Protein involved in the movement of sodium ions across energy-transducing cell membranes. Primary active sodium transport is coupledto an energy-yielding chemical reaction such as ATP hydrolysisSecondary active transport utilizes the voltage and ion gradientsproduced by the primary transport to drive the cotransport of otherions or molecules. These may be transported in the same (symport) oropposite (antiport) direction
KW-0740,Keyword,KW-0740,Sodium/potassium transport,Biological process,Protein involved in the active transport system which simultaneouslymoves two potassium ions into the cell and three sodium ions out ofthe cell
KW-0741,Keyword,KW-0741,SOS mutagenesis,Biological process,Protein involved in the DNA repair system also known as error-pronerepair in which apurinic DNA molecules are repaired by theincorporation of a base that may be the wrong base but that permitsreplication
KW-0742,Keyword,KW-0742,SOS response,Biological process,"Protein involved in an SOS response, which implies the coordinatedactivation of diverse unlinked genes (ca. 20 in E.coli) involved inDNA repair, error-prone DNA replication, etc., in response to severeDNA damage. The SOS system is tightly regulated and its expressiononly occurs when absolutely required"
KW-0744,Keyword,KW-0744,Spermatogenesis,Biological process,"Protein involved in sperm cell development. A process wherebyprimordial germ cells form mature spermatozoa, which includesspermatocytogenesis (successive mitotic and meiotic divisions) andspermiogenesis (a metamorphic change)"
KW-0745,Keyword,KW-0745,Spermidine biosynthesis,Biological process,"Protein involved in the synthesis of spermidine, a widely distributedpolyamine which acts as a growth factor for some microorganisms andstabilizes the membrane structure of bacteria, as well as thestructure of ribosomes, some viruses and the DNA of many organisms"
KW-0746,Keyword,KW-0746,Sphingolipid metabolism,Biological process,"Protein involved in the biochemical reactions of sphingolipids. Theseare structurally complex saponifiable lipids which contain a fattyacid covalently linked to the amino alcohol sphingosine (or a relatedbase), as backbone structure, to which is attached a polar head groupThey are synthesized in the Golgi complex and are important membranecomponents in both plant and animal cells. They are present inespecially large amounts in brain and nerve tissue"
