:ID,:LABEL,id,length
Q9H5K3,Seq,Q9H5K3,350
Q3TUA9,Seq,Q3TUA9,349
O95968,Seq,O95968,90
O95969,Seq,O95969,90
Q9LS48,Seq,Q9LS48,316
Q8GU20,Seq,Q8GU20,532
O75556,Seq,O75556,95
P02780,Seq,P02780,95
Q96QR1,Seq,Q96QR1,104
Q920D7,Seq,Q920D7,104
Q96PL1,Seq,Q96PL1,93
Q920H1,Seq,Q920H1,91
Q56YA5,Seq,Q56YA5,401
P37680,Seq,P37680,231
P37678,Seq,P37678,220
P37679,Seq,P37679,286
Q16586,Seq,Q16586,387
P82350,Seq,P82350,387
Q16585,Seq,Q16585,318
P82349,Seq,P82349,320
P39365,Seq,P39365,437
Q92629,Seq,Q92629,289
P82347,Seq,P82347,289
Q8GMH4,Seq,Q8GMH4,493
O43556,Seq,O43556,437
O70258,Seq,O70258,437
Q6YAT4,Seq,Q6YAT4,437
Q13326,Seq,Q13326,291
P82348,Seq,P82348,291
Q8GMH2,Seq,Q8GMH2,223
Q96LD1,Seq,Q96LD1,299
Q8BX51,Seq,Q8BX51,311
O13971,Seq,O13971,775
Q06132,Seq,Q06132,899
P33335,Seq,P33335,543
Q9VVR6,Seq,Q9VVR6,196
Q5FC18,Seq,Q5FC18,117
Q03067,Seq,Q03067,99
Q96ES7,Seq,Q96ES7,293
P0C606,Seq,P0C606,293
Q9USW9,Seq,Q9USW9,244
P25554,Seq,P25554,259
O94397,Seq,O94397,344
P53165,Seq,P53165,657
Q9ZVJ5,Seq,Q9ZVJ5,244
P18431,Seq,P18431,514
Q9BQI5,Seq,Q9BQI5,828
Q8VD37,Seq,Q8VD37,806
P0DJJ3,Seq,P0DJJ3,827
Q2PJ68,Seq,Q2PJ68,463
Q7ZTW4,Seq,Q7ZTW4,433
O00141,Seq,O00141,431
Q9WVC6,Seq,Q9WVC6,431
Q06226,Seq,Q06226,430
Q9HBY8,Seq,Q9HBY8,427
Q96BR1,Seq,Q96BR1,496
Q9ERE3,Seq,Q9ERE3,496
Q9Y7Y1,Seq,Q9Y7Y1,547
P47166,Seq,P47166,707
Q7ZWG9,Seq,Q7ZWG9,222
Q99720,Seq,Q99720,223
O55242,Seq,O55242,223
Q9R0C9,Seq,Q9R0C9,223
Q5BJF2,Seq,Q5BJF2,176
P40561,Seq,P40561,250
Q24141,Seq,Q24141,401
Q5FBB7,Seq,Q5FBB7,561
Q9CXH7,Seq,Q9CXH7,517
Q9P7A0,Seq,Q9P7A0,319
Q08490,Seq,Q08490,590
Q562F6,Seq,Q562F6,1265
Q7TSY8,Seq,Q7TSY8,1164
O13734,Seq,O13734,647
O95470,Seq,O95470,568
Q8R0X7,Seq,Q8R0X7,568
Q9C509,Seq,Q9C509,544
Q54RV9,Seq,Q54RV9,528
Q9V7Y2,Seq,Q9V7Y2,545
Q05567,Seq,Q05567,589
Q9BX95,Seq,Q9BX95,441
Q9JI99,Seq,Q9JI99,430
Q8IWX5,Seq,Q8IWX5,399
O82741,Seq,O82741,268
Q66WT5,Seq,Q66WT5,271
Q94AQ9,Seq,Q94AQ9,260
P33595,Seq,P33595,551
C1P5Z7,Seq,C1P5Z7,43
A7VLV1,Seq,A7VLV1,261
P35187,Seq,P35187,1447
Q9LDX1,Seq,Q9LDX1,625
P02840,Seq,P02840,307
Q8BPQ7,Seq,Q8BPQ7,1093
O43147,Seq,O43147,1006
Q96HU1,Seq,Q96HU1,749
Q8VCZ6,Seq,Q8VCZ6,750
Q9SUR9,Seq,Q9SUR9,350
Q9SUT5,Seq,Q9SUT5,358
Q9Y2Z0,Seq,Q9Y2Z0,365
Q0JL44,Seq,Q0JL44,367
Q08446,Seq,Q08446,395
O13797,Seq,O13797,317
Q12118,Seq,Q12118,346
O43765,Seq,O43765,313
Q80W98,Seq,Q80W98,304
Q54VG4,Seq,Q54VG4,334
O60880,Seq,O60880,128
O88890,Seq,O88890,126
O14796,Seq,O14796,132
O35324,Seq,O35324,132
Q45HK4,Seq,Q45HK4,132
Q9NP31,Seq,Q9NP31,389
Q9QXK9,Seq,Q9QXK9,374
Q9BRG2,Seq,Q9BRG2,576
Q9H788,Seq,Q9H788,454
Q9D7V1,Seq,Q9D7V1,421
Q9NRF2,Seq,Q9NRF2,756
Q91ZM2,Seq,Q91ZM2,756
O14492,Seq,O14492,632
Q9JID9,Seq,Q9JID9,621
Q9Z200,Seq,Q9Z200,621
Q9UQQ2,Seq,Q9UQQ2,575
O09039,Seq,O09039,548
P50745,Seq,P50745,368
Q8N5H7,Seq,Q8N5H7,860
Q9QZS8,Seq,Q9QZS8,854
Q8JZW5,Seq,Q8JZW5,429
Q5HYK7,Seq,Q5HYK7,790
A4FU49,Seq,A4FU49,640
Q9P0V3,Seq,Q9P0V3,963
P55822,Seq,P55822,239
Q99961,Seq,Q99961,368
O35964,Seq,O35964,368
Q99962,Seq,Q99962,352
Q62420,Seq,Q62420,352
O35179,Seq,O35179,352
Q8T390,Seq,Q8T390,369
Q99963,Seq,Q99963,347
Q62421,Seq,Q62421,347
O35180,Seq,O35180,347
Q96B97,Seq,Q96B97,665
Q8R550,Seq,Q8R550,709
Q925Q9,Seq,Q925Q9,709
O75368,Seq,O75368,114
Q9UJC5,Seq,Q9UJC5,107
Q9H299,Seq,Q9H299,93
Q9C865,Seq,Q9C865,439
Q8VWF1,Seq,Q8VWF1,368
Q7Z6J0,Seq,Q7Z6J0,888
Q8TEC5,Seq,Q8TEC5,729
Q96HL8,Seq,Q96HL8,342
O08641,Seq,O08641,340
P33085,Seq,P33085,372
Q9Y566,Seq,Q9Y566,2161
D3YZU1,Seq,D3YZU1,2167
Q9WV48,Seq,Q9WV48,2167
Q9UPX8,Seq,Q9UPX8,1470
Q80Z38,Seq,Q80Z38,1476
Q9QX74,Seq,Q9QX74,1474
Q9BYB0,Seq,Q9BYB0,1731
Q4ACU6,Seq,Q4ACU6,1730
Q9JLU4,Seq,Q9JLU4,1740
Q24145,Seq,Q24145,939
P36136,Seq,P36136,271
P04278,Seq,P04278,402
P08689,Seq,P08689,403
Q15464,Seq,Q15464,509
Q6PD21,Seq,Q6PD21,503
P29353,Seq,P29353,583
P98083,Seq,P98083,579
Q5M824,Seq,Q5M824,469
P39000,Seq,P39000,512
P98077,Seq,P98077,582
Q92529,Seq,Q92529,594
Q61120,Seq,Q61120,474
O70143,Seq,O70143,594
Q6S5L9,Seq,Q6S5L9,626
Q9NP50,Seq,Q9NP50,221
Q9Z179,Seq,Q9Z179,668
Q9TYT3,Seq,Q9TYT3,316
P53075,Seq,P53075,577
P38200,Seq,P38200,338
P36068,Seq,P36068,246
Q5ABV6,Seq,Q5ABV6,519
P38272,Seq,P38272,425
P51534,Seq,P51534,789
Q9P6N3,Seq,Q9P6N3,317
Q04172,Seq,Q04172,456
Q8MSV2,Seq,Q8MSV2,590
Q9UUI2,Seq,Q9UUI2,165
Q10321,Seq,Q10321,132
P38337,Seq,P38337,142
Q8W5R2,Seq,Q8W5R2,933
F4IP13,Seq,F4IP13,1716
Q8GXF8,Seq,Q8GXF8,283
Q9XI47,Seq,Q9XI47,258
Q06236,Seq,Q06236,168
Q91035,Seq,Q91035,425
Q92008,Seq,Q92008,418
Q15465,Seq,Q15465,462
Q62226,Seq,Q62226,437
Q63673,Seq,Q63673,437
P76350,Seq,P76350,438
Q92835,Seq,Q92835,1189
Q9ES52,Seq,Q9ES52,1191
P97573,Seq,P97573,1190
O15357,Seq,O15357,1258
Q6P549,Seq,Q6P549,1257
Q9WVR3,Seq,Q9WVR3,1257
Q9XGX0,Seq,Q9XGX0,331
Q10056,Seq,Q10056,589
Q54RB7,Seq,Q54RB7,527
Q6P7W2,Seq,Q6P7W2,704
Q8LHH9,Seq,Q8LHH9,1218
Q9Y371,Seq,Q9Y371,365
Q9JK48,Seq,Q9JK48,365
Q9NR46,Seq,Q9NR46,395
Q9FEN9,Seq,Q9FEN9,228
Q9LFN7,Seq,Q9LFN7,189
Q3E958,Seq,Q3E958,189
Q5AQ36,Seq,Q5AQ36,388
Q5AVI2,Seq,Q5AVI2,287
P40073,Seq,P40073,367
C1P611,Seq,C1P611,26
Q22875,Seq,Q22875,559
Q9UQ13,Seq,Q9UQ13,582
A0MZ66,Seq,A0MZ66,631
Q8K2Q9,Seq,Q8K2Q9,631
A0MZ67,Seq,A0MZ67,633
O60902,Seq,O60902,331
P70390,Seq,P70390,331
O15266,Seq,O15266,292
Q3TTP0,Seq,Q3TTP0,639
Q2I6J1,Seq,Q2I6J1,1266
Q08002,Seq,Q08002,438
Q9UHJ6,Seq,Q9UHJ6,478
Q9D5J6,Seq,Q9D5J6,476
Q149N8,Seq,Q149N8,1683
P78324,Seq,P78324,504
P97797,Seq,P97797,513
P97710,Seq,P97710,509
Q6PI26,Seq,Q6PI26,577
O43076,Seq,O43076,451
P40486,Seq,P40486,507
Q26622,Seq,Q26622,583
Q9Y876,Seq,Q9Y876,215
Q02774,Seq,Q02774,210
Q5SX79,Seq,Q5SX79,823
Q13796,Seq,Q13796,1616
A2ALU4,Seq,A2ALU4,1481
Q09JY9,Seq,Q09JY9,1726
Q9QXN0,Seq,Q9QXN0,1986
Q9ULL8,Seq,Q9ULL8,1493
Q1W617,Seq,Q1W617,1475
A1Z9P3,Seq,A1Z9P3,1576
Q9H0F6,Seq,Q9H0F6,387
Q91WA6,Seq,Q91WA6,380
Q9EQL9,Seq,Q9EQL9,381
Q9SZF7,Seq,Q9SZF7,531
F8WQD0,Seq,F8WQD0,761
Q59VX8,Seq,Q59VX8,670
Q07657,Seq,Q07657,551
Q8QZV2,Seq,Q8QZV2,295
Q8N114,Seq,Q8N114,240
Q9D7I0,Seq,Q9D7I0,235
Q3UH99,Seq,Q3UH99,525
Q9CZN4,Seq,Q9CZN4,424
C4P6S0,Seq,C4P6S0,806
O64470,Seq,O64470,451
P38751,Seq,P38751,150
P38957,Seq,P38957,223
P24932,Seq,P24932,805
P24933,Seq,P24933,807
Q82171,Seq,Q82171,489
Q9Y810,Seq,Q9Y810,290
P53266,Seq,P53266,389
P0DOE4,Seq,P0DOE4,64
P0DOE5,Seq,P0DOE5,64
Q8C0T5,Seq,Q8C0T5,1782
O35412,Seq,O35412,1822
O60292,Seq,O60292,1781
G3X9J0,Seq,G3X9J0,1776
Q9Y274,Seq,Q9Y274,331
P61092,Seq,P61092,282
Q06985,Seq,Q06985,282
Q8VZJ0,Seq,Q8VZJ0,474
Q12212,Seq,Q12212,622
Q8RY00,Seq,Q8RY00,440
Q11201,Seq,Q11201,340
P54751,Seq,P54751,337
Q02745,Seq,Q02745,343
Q16842,Seq,Q16842,350
Q11204,Seq,Q11204,350
Q11205,Seq,Q11205,350
Q11206,Seq,Q11206,333
Q91Y74,Seq,Q91Y74,333
P61131,Seq,P61131,333
Q9NSC7,Seq,Q9NSC7,600
Q9QZ39,Seq,Q9QZ39,526
Q9UJ37,Seq,Q9UJ37,374
Q8NDV1,Seq,Q8NDV1,305
Q64686,Seq,Q64686,305
Q9H4F1,Seq,Q9H4F1,302
Q9BVH7,Seq,Q9BVH7,336
Q9QYJ1,Seq,Q9QYJ1,336
Q969X2,Seq,Q969X2,333
Q9JM95,Seq,Q9JM95,333
Q92185,Seq,Q92185,356
Q64687,Seq,Q64687,355
Q6ZXA0,Seq,Q6ZXA0,359
Q92186,Seq,Q92186,375
O35696,Seq,O35696,375
Q07977,Seq,Q07977,375
O43173,Seq,O43173,380
Q64689,Seq,Q64689,380
Q92187,Seq,Q92187,359
Q64692,Seq,Q64692,359
O15466,Seq,O15466,376
P70126,Seq,P70126,412
P61647,Seq,P61647,398
Q8K4T1,Seq,Q8K4T1,398
Q9HAT2,Seq,Q9HAT2,523
Q8IUQ4,Seq,Q8IUQ4,282
Q920M9,Seq,Q920M9,282
O43255,Seq,O43255,324
Q8R4T2,Seq,Q8R4T2,325
Q8IW03,Seq,Q8IW03,269
Q28862,Seq,Q28862,310
P79780,Seq,P79780,276
P21815,Seq,P21815,317
Q61711,Seq,Q61711,324
P13839,Seq,P13839,320
Q91848,Seq,Q91848,246
Q9NR45,Seq,Q9NR45,359
P15907,Seq,P15907,406
Q64685,Seq,Q64685,403
P13721,Seq,P13721,403
Q96JF0,Seq,Q96JF0,529
Q76K27,Seq,Q76K27,524
Q11203,Seq,Q11203,375
P97325,Seq,P97325,374
Q02734,Seq,Q02734,374
Q9UNP4,Seq,Q9UNP4,418
Q4WQS0,Seq,Q4WQS0,406
Q9LDH1,Seq,Q9LDH1,151
Q9P7T1,Seq,Q9P7T1,4924
O80669,Seq,O80669,141
Q54KF7,Seq,Q54KF7,1927
Q54JA5,Seq,Q54JA5,1954
P38634,Seq,P38634,284
Q9VIQ9,Seq,Q9VIQ9,2197
Q9GZC8,Seq,Q9GZC8,776
O14305,Seq,O14305,471
G5EEV9,Seq,G5EEV9,311
Q09898,Seq,Q09898,607
Q10925,Seq,Q10925,1237
O60187,Seq,O60187,660
Q19443,Seq,Q19443,67
E9QYP0,Seq,E9QYP0,501
Q2TZB2,Seq,Q2TZB2,502
B8GWS7,Seq,B8GWS7,29
G5EB76,Seq,G5EB76,498
Q9P7T0,Seq,Q9P7T0,431
Q5ZSQ2,Seq,Q5ZSQ2,507
Q6AXF6,Seq,Q6AXF6,827
Q8NBJ9,Seq,Q8NBJ9,832
Q8CIF6,Seq,Q8CIF6,832
P38392,Seq,P38392,162
Q8VZA0,Seq,Q8VZA0,936
P91621,Seq,P91621,2072
O74843,Seq,O74843,257
P91620,Seq,P91620,2061
P38262,Seq,P38262,535
Q09877,Seq,Q09877,472
Q8IN35,Seq,Q8IN35,758
Q6IGX9,Seq,Q6IGX9,72
Q56061,Seq,Q56061,336
Q91Y57,Seq,Q91Y57,467
Q08ET2,Seq,Q08ET2,396
Q6ZMC9,Seq,Q6ZMC9,328
A6NMB1,Seq,A6NMB1,481
P86123,Seq,P86123,10
P86130,Seq,P86130,10
P86131,Seq,P86131,15
P86132,Seq,P86132,15
P86128,Seq,P86128,13
P86135,Seq,P86135,13
P86133,Seq,P86133,15
P86134,Seq,P86134,15
P86122,Seq,P86122,17
O24629,Seq,O24629,502
P9WGI1,Seq,P9WGI1,528
P18183,Seq,P18183,511
O22056,Seq,O22056,572
P9WGI5,Seq,P9WGI5,323
O24621,Seq,O24621,571
Q9ZSL6,Seq,Q9ZSL6,419
Q9ZNX9,Seq,Q9ZNX9,517
P9WGG7,Seq,P9WGG7,257
Q9LD95,Seq,Q9LD95,547
Q6TMK2,Seq,Q6TMK2,231
P9WGI3,Seq,P9WGI3,261
P9WGH9,Seq,P9WGH9,216
A3DBH0,Seq,A3DBH0,256
Q6IA17,Seq,Q6IA17,410
Q9JLZ8,Seq,Q9JLZ8,409
Q6TMJ3,Seq,Q6TMJ3,357
L0TCG5,Seq,L0TCG5,312
P9WGH7,Seq,P9WGH7,187
Q920G3,Seq,Q920G3,569
O43699,Seq,O43699,453
Q9Y286,Seq,Q9Y286,467
Q9NYZ4,Seq,Q9NYZ4,499
Q9Y336,Seq,Q9Y336,463
P9WGH5,Seq,P9WGH5,177
P04506,Seq,P04506,470
O53590,Seq,O53590,196
Q7AKG9,Seq,Q7AKG9,227
P57059,Seq,P57059,783
Q60670,Seq,Q60670,779
Q9R1U5,Seq,Q9R1U5,776
Q9IA88,Seq,Q9IA88,798
Q9H0K1,Seq,Q9H0K1,926
Q8CFH6,Seq,Q8CFH6,931
Q9Y2K2,Seq,Q9Y2K2,1263
Q6P4S6,Seq,Q6P4S6,1311
Q9BRV8,Seq,Q9BRV8,207
Q9VBV5,Seq,Q9VBV5,429
Q9H173,Seq,Q9H173,461
Q9EPK6,Seq,Q9EPK6,465
Q08199,Seq,Q08199,421
Q96QK8,Seq,Q96QK8,99
Q98SJ5,Seq,Q98SJ5,745
P81133,Seq,P81133,766
Q61045,Seq,Q61045,765
P40472,Seq,P40472,476
O75264,Seq,O75264,130
Q14190,Seq,Q14190,667
Q61079,Seq,Q61079,657
Q9USQ4,Seq,Q9USQ4,396
O94494,Seq,O94494,277
Q24167,Seq,Q24167,1507
Q8NDZ2,Seq,Q8NDZ2,872
Q9LZ78,Seq,Q9LZ78,127
P05709,Seq,P05709,697
Q9NA80,Seq,Q9NA80,642
Q9V719,Seq,Q9V719,569
Q291K8,Seq,Q291K8,578
Q9BPZ7,Seq,Q9BPZ7,522
Q9P7Y9,Seq,Q9P7Y9,665
Q8L607,Seq,Q8L607,386
Q96ST3,Seq,Q96ST3,1273
Q60520,Seq,Q60520,1274
O75182,Seq,O75182,1162
Q62141,Seq,Q62141,1098
P22579,Seq,P22579,1536
Q9STN8,Seq,Q9STN8,327
Q8T3Y0,Seq,Q8T3Y0,351
P21461,Seq,P21461,314
Q24524,Seq,Q24524,512
Q9FKD7,Seq,Q9FKD7,286
P06533,Seq,P06533,111
Q9M8W5,Seq,Q9M8W5,240
Q9FK43,Seq,Q9FK43,243
P50263,Seq,P50263,79
Q20363,Seq,Q20363,159
Q6ZGL9,Seq,Q6ZGL9,343
O42998,Seq,O42998,1919
P32578,Seq,P32578,815
B9FJ61,Seq,B9FJ61,343
P34164,Seq,P34164,415
P38717,Seq,P38717,1229
P46954,Seq,P46954,829
O74775,Seq,O74775,554
P40210,Seq,P40210,489
Q96FS4,Seq,Q96FS4,1042
P46062,Seq,P46062,1037
Q56019,Seq,Q56019,593
E1WAC8,Seq,E1WAC8,409
Q93Z32,Seq,Q93Z32,372
Q8W469,Seq,Q8W469,540
Q4V3B8,Seq,Q4V3B8,540
O81062,Seq,O81062,344
Q96EB6,Seq,Q96EB6,747
Q923E4,Seq,Q923E4,737
A0A0G2JZ79,Seq,A0A0G2JZ79,555
P21691,Seq,P21691,654
Q95Q89,Seq,Q95Q89,292
Q8IKW2,Seq,Q8IKW2,1304
Q55DB0,Seq,Q55DB0,343
Q21921,Seq,Q21921,607
O59923,Seq,O59923,519
Q6FWI7,Seq,Q6FWI7,509
Q7ZVK3,Seq,Q7ZVK3,379
Q9VK34,Seq,Q9VK34,823
Q8IXJ6,Seq,Q8IXJ6,389
Q8VDQ8,Seq,Q8VDQ8,389
Q5RJQ4,Seq,Q5RJQ4,350
O94640,Seq,O94640,475
Q57V41,Seq,Q57V41,351
P06700,Seq,P06700,562
Q9NTG7,Seq,Q9NTG7,399
Q8R104,Seq,Q8R104,334
P06701,Seq,P06701,978
Q20480,Seq,Q20480,287
Q20481,Seq,Q20481,287
Q1JQC6,Seq,Q1JQC6,315
Q8IRR5,Seq,Q8IRR5,312
Q9Y6E7,Seq,Q9Y6E7,314
Q8R216,Seq,Q8R216,333
P11978,Seq,P11978,1358
Q9NXA8,Seq,Q9NXA8,310
Q8K2C6,Seq,Q8K2C6,310
Q8IE47,Seq,Q8IE47,273
Q68FX9,Seq,Q68FX9,310
Q584D5,Seq,Q584D5,244
Q9VH08,Seq,Q9VH08,317
Q8N6T7,Seq,Q8N6T7,355
P59941,Seq,P59941,334
Q9NRC8,Seq,Q9NRC8,400
O00241,Seq,O00241,398
Q46755,Seq,Q46755,130
Q84JH7,Seq,Q84JH7,225
O64483,Seq,O64483,876
Q9P1W8,Seq,Q9P1W8,387
Q9I7I7,Seq,Q9I7I7,355
A0A0H3JQ59,Seq,A0A0H3JQ59,315
P0DN71,Seq,P0DN71,293
Q9LZ66,Seq,Q9LZ66,642
O23813,Seq,O23813,635
P9WJ03,Seq,P9WJ03,555
Q75NZ0,Seq,Q75NZ0,685
Q9AWB2,Seq,Q9AWB2,573
P25294,Seq,P25294,352
P36024,Seq,P36024,562
Q8GYT9,Seq,Q8GYT9,358
Q9VZ09,Seq,Q9VZ09,189
Q9Y3P8,Seq,Q9Y3P8,196
P39980,Seq,P39980,628
Q59KY8,Seq,Q59KY8,314
O15304,Seq,O15304,175
O54926,Seq,O54926,175
P53965,Seq,P53965,281
Q6DHF9,Seq,Q6DHF9,283
Q6NZ04,Seq,Q6NZ04,284
Q15475,Seq,Q15475,284
Q62231,Seq,Q62231,284
Q9NPC8,Seq,Q9NPC8,291
Q62232,Seq,Q62232,296
O95343,Seq,O95343,332
Q62233,Seq,Q62233,333
O73916,Seq,O73916,272
Q9UIU6,Seq,Q9UIU6,781
Q61321,Seq,Q61321,775
Q8N196,Seq,Q8N196,739
P70178,Seq,P70178,719
O95475,Seq,O95475,246
Q9QZ28,Seq,Q9QZ28,246
P76502,Seq,P76502,161
Q680Q4,Seq,Q680Q4,884
Q6L4L4,Seq,Q6L4L4,875
Q04195,Seq,Q04195,904
Q6ASW7,Seq,Q6ASW7,813
Q12216,Seq,Q12216,726
Q5NTH4,Seq,Q5NTH4,308
P42285,Seq,P42285,1042
Q8GY88,Seq,Q8GY88,300
Q5NTH3,Seq,Q5NTH3,307
Q7X7H9,Seq,Q7X7H9,287
Q9XWS0,Seq,Q9XWS0,243
Q96BD8,Seq,Q96BD8,255
Q8WVK7,Seq,Q8WVK7,121
Q8IX90,Seq,Q8IX90,412
Q86WV1,Seq,Q86WV1,359
Q3UUV5,Seq,Q3UUV5,355
Q4V7G1,Seq,Q4V7G1,354
O75563,Seq,O75563,359
Q3UND0,Seq,Q3UND0,358
Q9Y448,Seq,Q9Y448,316
O74453,Seq,O74453,341
P78963,Seq,P78963,645
Q9US59,Seq,Q9US59,140
Q9VGY6,Seq,Q9VGY6,784
Q9GPJ1,Seq,Q9GPJ1,1503
P36169,Seq,P36169,355
P32900,Seq,P32900,734
Q9Y884,Seq,Q9Y884,363
Q8L736,Seq,Q8L736,467
Q9LND7,Seq,Q9LND7,436
Q9M1Y1,Seq,Q9M1Y1,418
Q8GX29,Seq,Q8GX29,395
Q9ZU90,Seq,Q9ZU90,292
F4JAA5,Seq,F4JAA5,1347
O59801,Seq,O59801,1213
P35207,Seq,P35207,1287
Q9XI00,Seq,Q9XI00,328
F4I3Z5,Seq,F4I3Z5,1168
O94474,Seq,O94474,1389
P17883,Seq,P17883,1432
Q08491,Seq,Q08491,747
Q02793,Seq,Q02793,397
P12757,Seq,P12757,684
Q60665,Seq,Q60665,675
Q9FDX1,Seq,Q9FDX1,300
Q9FE83,Seq,Q9FE83,527
Q9M2C9,Seq,Q9M2C9,358
O80653,Seq,O80653,613
A7TZE6,Seq,A7TZE6,364
A7XUX6,Seq,A7XUX6,400
Q15477,Seq,Q15477,1246
P49140,Seq,P49140,750
P12755,Seq,P12755,728
Q60698,Seq,Q60698,725
Q9LW20,Seq,Q9LW20,280
O82290,Seq,O82290,387
Q12469,Seq,Q12469,655
P34707,Seq,P34707,623
P33336,Seq,P33336,771
Q5A4X5,Seq,Q5A4X5,559
P38889,Seq,P38889,622
Q02100,Seq,Q02100,647
P84550,Seq,P84550,965
Q8BX46,Seq,Q8BX46,964
Q2VWA4,Seq,Q2VWA4,1001
A7M7C7,Seq,A7M7C7,1008
Q9M8S6,Seq,Q9M8S6,828
Q39255,Seq,Q39255,160
P52285,Seq,P52285,162
Q9FHW7,Seq,Q9FHW7,171
Q557E4,Seq,Q557E4,162
Q4WTT8,Seq,Q4WTT8,158
Q5BAX8,Seq,Q5BAX8,161
P63208,Seq,P63208,163
Q9WTX5,Seq,Q9WTX5,163
Q9Y709,Seq,Q9Y709,161
P52286,Seq,P52286,194
Q9LPL4,Seq,Q9LPL4,360
O49286,Seq,O49286,360
Q13309,Seq,Q13309,424
Q9Z0Z3,Seq,Q9Z0Z3,424
P42843,Seq,P42843,763
Q20616,Seq,Q20616,655
P0AEU7,Seq,P0AEU7,161
G5ECU1,Seq,G5ECU1,176
Q8VXX5,Seq,Q8VXX5,589
Q12505,Seq,Q12505,502
Q9FHN6,Seq,Q9FHN6,592
P84826,Seq,P84826,24
P84827,Seq,P84827,24
P84828,Seq,P84828,12
P84830,Seq,P84830,15
P34226,Seq,P34226,696
A2AQ25,Seq,A2AQ25,1946
Q9SU40,Seq,Q9SU40,587
Q03656,Seq,Q03656,742
Q0IMG9,Seq,Q0IMG9,694
Q9LG97,Seq,Q9LG97,263
Q9LHP2,Seq,Q9LHP2,262
P19634,Seq,P19634,815
Q61165,Seq,Q61165,820
P26431,Seq,P26431,820
Q9UBY0,Seq,Q9UBY0,812
P48763,Seq,P48763,813
P48764,Seq,P48764,834
G3X939,Seq,G3X939,829
P26432,Seq,P26432,832
P26433,Seq,P26433,831
Q6AI14,Seq,Q6AI14,798
Q8BUE1,Seq,Q8BUE1,797
Q14940,Seq,Q14940,896
Q9Z0X2,Seq,Q9Z0X2,898
Q92581,Seq,Q92581,669
Q96T83,Seq,Q96T83,725
Q9Y2E8,Seq,Q9Y2E8,581
Q8R4D1,Seq,Q8R4D1,576
Q8IVB4,Seq,Q8IVB4,645
Q4ZJI4,Seq,Q4ZJI4,515
Q86UD5,Seq,Q86UD5,537
Q5BKR2,Seq,Q5BKR2,547
P23807,Seq,P23807,146
Q6UJY2,Seq,Q6UJY2,1175
Q5ALV2,Seq,Q5ALV2,1257
O13736,Seq,O13736,1420
P32790,Seq,P32790,1244
Q9P6L5,Seq,Q9P6L5,1102
P33338,Seq,P33338,968
Q9LD83,Seq,Q9LD83,556
Q13291,Seq,Q13291,335
Q9QUM4,Seq,Q9QUM4,343
Q9UIB8,Seq,Q9UIB8,345
Q18PI6,Seq,Q18PI6,329
Q96DU3,Seq,Q96DU3,332
Q9ET39,Seq,Q9ET39,351
Q9NQ25,Seq,Q9NQ25,335
Q8BHK6,Seq,Q8BHK6,333
Q9D3G2,Seq,Q9D3G2,278
Q5E930,Seq,Q5E930,385
Q9ASQ7,Seq,Q9ASQ7,519
Q9FLV9,Seq,Q9FLV9,635
Q9P270,Seq,Q9P270,581
Q8CI08,Seq,Q8CI08,581
P85122,Seq,P85122,43
Q13239,Seq,Q13239,276
P94217,Seq,P94217,862
P85110,Seq,P85110,21
Q02328,Seq,Q02328,927
Q9H6Q3,Seq,Q9H6Q3,261
Q8R4L0,Seq,Q8R4L0,259
Q9ZES5,Seq,Q9ZES5,816
P81508,Seq,P81508,127
Q9YGG9,Seq,Q9YGG9,157
Q7LZ71,Seq,Q7LZ71,129
D1MGU0,Seq,D1MGU0,156
P0DJL2,Seq,P0DJL2,133
Q09599,Seq,Q09599,367
Q9VAN6,Seq,Q9VAN6,276
Q14493,Seq,Q14493,270
P97440,Seq,P97440,275
P81509,Seq,P81509,117
Q9YI92,Seq,Q9YI92,146
D1MGU1,Seq,D1MGU1,146
P0DJL1,Seq,P0DJL1,12
P0DJL3,Seq,P0DJL3,123
Q07837,Seq,Q07837,685
Q91WV7,Seq,Q91WV7,685
Q64319,Seq,Q64319,683
C0HJH4,Seq,C0HJH4,28
C0HJH3,Seq,C0HJH3,29
Q9ZRP7,Seq,Q9ZRP7,449
Q5AEK8,Seq,Q5AEK8,584
Q3EBF7,Seq,Q3EBF7,449
O14216,Seq,O14216,337
P34252,Seq,P34252,453
Q09761,Seq,Q09761,699
P53135,Seq,P53135,668
Q9BRT9,Seq,Q9BRT9,223
Q99LZ3,Seq,Q99LZ3,223
Q9P7C8,Seq,Q9P7C8,214
Q03406,Seq,Q03406,294
Q08457,Seq,Q08457,257
Q8INM3,Seq,Q8INM3,1420
Q9BQI6,Seq,Q9BQI6,1058
Q8R3P9,Seq,Q8R3P9,1054
Q12034,Seq,Q12034,447
Q8IX21,Seq,Q8IX21,1173
Q8CBA2,Seq,Q8CBA2,884
P54867,Seq,P54867,378
P53327,Seq,P53327,1967
P38283,Seq,P38283,698
P53304,Seq,P53304,468
P63292,Seq,P63292,106
P01286,Seq,P01286,108
P16043,Seq,P16043,103
P09916,Seq,P09916,104
Q810C1,Seq,Q810C1,696
Q810C0,Seq,Q810C0,846
Q810B9,Seq,Q810B9,980
Q810B8,Seq,Q810B8,837
O94991,Seq,O94991,958
Q810B7,Seq,Q810B7,957
Q9H5Y7,Seq,Q9H5Y7,841
